frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00053.jpg	354.05	500.98	536.01	485.00	560.08	520.99	354.94	539.99
frame00054.jpg	354.06	500.98	536.01	485.00	560.06	520.99	354.93	540.00
frame00055.jpg	354.06	500.98	536.00	484.99	560.11	520.99	354.94	540.00
frame00056.jpg	354.05	501.00	535.97	484.96	560.12	520.99	354.94	540.05
frame00057.jpg	354.04	500.98	535.96	484.94	560.08	520.99	354.94	540.07
frame00058.jpg	354.06	500.99	535.96	484.94	560.16	520.99	354.95	540.05
frame00059.jpg	354.04	501.01	535.97	484.97	560.12	520.97	354.93	540.04
frame00060.jpg	354.03	501.02	535.96	485.00	560.12	520.97	354.93	540.02
frame00061.jpg	354.02	501.01	535.96	485.00	560.05	520.97	354.92	540.04
frame00062.jpg	354.03	501.02	535.95	484.99	560.09	520.98	354.92	540.05
frame00063.jpg	354.02	501.01	535.95	484.96	560.08	520.98	355.00	540.05
frame00064.jpg	354.03	501.01	535.95	484.97	560.08	520.98	354.97	540.05
frame00065.jpg	354.03	501.01	535.96	484.96	560.10	520.98	354.95	540.05
frame00066.jpg	354.04	501.01	535.94	484.95	560.12	520.98	354.95	540.07
frame00067.jpg	354.06	501.00	535.97	484.92	560.12	520.98	355.00	540.07
frame00068.jpg	354.05	501.01	535.98	484.93	560.15	520.98	354.98	540.07
frame00069.jpg	354.07	501.01	535.97	484.94	560.15	520.98	355.01	540.05
frame00070.jpg	354.08	501.01	535.96	484.94	560.11	520.98	355.02	540.05
frame00071.jpg	354.09	501.02	535.97	484.93	560.15	520.97	355.00	540.06
frame00072.jpg	354.03	501.01	535.96	484.93	560.15	520.97	355.03	540.06
frame00073.jpg	354.05	501.01	535.97	484.93	560.11	520.97	355.02	540.05
frame00074.jpg	354.03	501.00	535.98	484.92	560.10	520.97	355.04	540.06
frame00075.jpg	354.03	501.01	535.98	484.92	560.10	520.97	355.02	540.06
frame00076.jpg	354.05	501.02	535.97	484.92	560.11	520.97	355.01	540.07
frame00077.jpg	354.07	501.02	535.96	484.93	560.17	520.97	354.99	540.06
frame00078.jpg	354.03	501.02	535.98	484.93	560.11	520.96	355.03	540.07
frame00079.jpg	354.07	501.01	535.95	484.92	560.13	520.98	355.00	540.07
frame00080.jpg	354.08	501.01	535.96	484.90	560.16	520.97	355.03	540.08
frame00081.jpg	354.08	501.00	535.99	484.86	560.17	520.98	355.05	540.08
frame00082.jpg	354.07	501.00	535.97	484.88	560.15	520.97	355.04	540.08
frame00083.jpg	354.08	501.00	535.97	484.87	560.15	520.97	355.04	540.09
frame00084.jpg	354.04	500.99	535.97	484.86	560.11	520.97	355.03	540.11
frame00085.jpg	354.06	501.00	535.95	484.87	560.17	520.97	355.01	540.10
frame00086.jpg	354.07	500.99	535.94	484.86	560.18	520.97	355.05	540.10
frame00087.jpg	354.07	500.99	535.94	484.86	560.20	520.97	355.02	540.11
frame00088.jpg	354.07	500.98	535.95	484.87	560.17	520.98	355.06	540.09
frame00089.jpg	354.08	500.99	535.96	484.88	560.20	520.98	355.05	540.09
frame00090.jpg	354.05	500.99	535.95	484.86	560.15	520.98	355.08	540.10
frame00091.jpg	354.03	501.00	535.94	484.83	560.18	520.97	355.09	540.13
frame00092.jpg	354.09	501.02	535.91	484.76	560.25	520.97	355.10	540.22
frame00093.jpg	354.07	501.03	535.85	484.67	560.30	520.97	355.16	540.31
frame00094.jpg	354.11	501.08	535.77	484.56	560.36	520.96	355.24	540.44
frame00095.jpg	354.17	501.06	535.75	484.40	560.49	521.00	355.37	540.54
frame00096.jpg	354.24	501.06	535.68	484.23	560.63	520.98	355.40	540.67
frame00097.jpg	354.27	501.06	535.64	484.05	560.77	520.95	355.57	540.77
frame00098.jpg	354.28	501.09	535.66	483.82	560.93	520.94	355.68	540.93
frame00099.jpg	354.48	501.14	535.68	483.49	561.23	520.91	356.14	541.03
frame00100.jpg	354.53	501.11	535.71	483.01	561.53	520.84	356.37	541.23
frame00101.jpg	354.58	501.11	535.86	482.48	561.87	520.69	356.50	541.45
frame00102.jpg	354.82	500.97	536.09	482.00	562.11	520.67	356.65	541.59
frame00103.jpg	354.87	501.02	536.10	481.71	562.18	520.61	357.02	541.63
frame00104.jpg	354.95	501.06	536.12	481.50	562.69	520.56	356.81	541.77
frame00105.jpg	354.96	501.01	536.20	481.18	562.81	520.47	356.96	541.92
frame00106.jpg	355.00	501.00	536.77	480.73	563.03	520.34	357.09	541.98
frame00107.jpg	355.13	500.92	537.00	480.55	563.79	520.41	357.10	541.95
frame00108.jpg	355.00	501.00	536.94	480.45	563.59	520.26	357.32	541.94
frame00109.jpg	354.90	500.78	536.90	480.23	563.10	520.27	357.15	542.08
frame00110.jpg	354.76	500.65	537.17	479.75	563.03	520.17	357.60	542.12
frame00111.jpg	354.83	500.47	537.38	479.34	563.38	520.19	357.96	542.08
frame00112.jpg	354.79	500.34	537.77	479.08	563.04	520.17	358.03	542.08
frame00113.jpg	354.58	499.98	538.18	478.42	562.78	520.27	358.77	542.08
frame00114.jpg	354.56	499.65	538.45	478.01	562.59	520.29	358.73	542.16
frame00115.jpg	354.47	499.08	538.89	477.40	561.95	520.40	359.42	541.95
frame00116.jpg	354.86	498.36	539.45	476.53	562.02	520.56	360.06	541.89
frame00117.jpg	354.60	497.75	539.90	476.22	561.28	520.60	360.31	541.65
frame00118.jpg	354.63	496.95	540.21	475.43	561.38	520.80	360.45	541.60
frame00119.jpg	354.41	496.29	540.37	475.34	560.88	520.88	360.38	541.33
frame00120.jpg	354.27	495.80	540.34	475.41	560.19	521.08	360.63	540.99
frame00121.jpg	354.65	495.68	540.22	475.67	560.82	521.27	360.14	540.89
frame00122.jpg	354.14	495.42	540.35	475.96	559.52	521.46	360.52	540.61
frame00123.jpg	354.32	495.22	540.40	476.15	559.75	521.80	360.41	540.47
frame00124.jpg	354.41	494.90	540.09	476.39	559.59	521.98	359.61	540.60
frame00125.jpg	354.36	494.67	540.08	476.47	559.54	522.09	359.64	540.47
frame00126.jpg	354.38	494.47	540.35	476.38	559.44	522.21	359.92	540.26
frame00127.jpg	354.06	494.13	540.22	476.54	559.18	522.46	359.59	540.29
frame00128.jpg	354.06	494.04	540.30	476.62	559.53	522.48	359.04	540.24
frame00129.jpg	353.96	493.85	540.10	476.63	559.47	522.58	358.84	540.34
frame00130.jpg	354.22	493.71	540.24	476.60	559.42	522.67	359.28	540.10
frame00131.jpg	354.55	493.55	540.25	476.61	559.24	522.73	359.38	540.06
frame00132.jpg	354.74	493.26	540.84	476.44	559.10	522.92	359.99	539.70
frame00133.jpg	354.33	492.58	540.70	476.14	559.19	523.12	359.05	540.00
frame00134.jpg	354.43	491.95	540.25	475.83	558.97	523.35	359.10	540.05
frame00135.jpg	354.09	491.21	540.54	475.11	558.80	523.52	359.70	539.95
frame00136.jpg	353.79	490.86	540.28	475.02	558.77	523.62	359.50	540.04
frame00137.jpg	353.94	491.28	540.25	475.27	559.37	523.37	358.71	540.21
frame00138.jpg	354.05	491.27	540.42	474.96	558.75	523.35	358.76	540.42
frame00139.jpg	354.00	490.91	540.32	474.45	559.04	523.25	358.38	540.63
frame00140.jpg	353.75	490.11	540.33	473.42	559.18	523.20	358.62	540.71
frame00141.jpg	354.23	488.97	540.12	471.90	559.26	523.34	359.16	540.88
frame00142.jpg	354.24	487.83	539.86	470.21	559.69	523.16	359.09	541.27
frame00143.jpg	354.30	486.08	539.74	468.35	559.69	523.27	359.35	541.37
frame00144.jpg	354.51	484.60	539.76	466.61	560.28	523.13	358.96	541.46
frame00145.jpg	354.03	482.78	539.58	464.37	559.83	522.90	360.07	541.49
frame00146.jpg	353.93	480.99	539.52	462.74	559.84	522.88	359.79	541.53
frame00147.jpg	354.00	479.41	539.49	461.07	560.31	522.80	359.19	541.54
frame00148.jpg	353.29	477.56	539.49	459.39	559.96	522.48	358.99	541.50
frame00149.jpg	353.46	476.12	539.31	457.74	560.53	522.51	358.65	541.72
frame00150.jpg	353.32	473.95	539.35	455.88	560.50	522.34	358.98	541.37
frame00151.jpg	353.29	471.59	539.32	453.58	560.41	522.14	358.36	541.36
frame00152.jpg	353.01	468.86	539.56	451.53	560.39	521.97	358.02	540.93
frame00153.jpg	353.07	466.49	539.82	449.45	560.31	521.90	358.06	540.48
frame00154.jpg	352.75	463.97	540.12	447.74	560.27	522.01	357.86	539.95
frame00155.jpg	352.83	462.05	540.38	446.32	560.67	522.00	356.27	540.01
frame00156.jpg	352.44	460.11	540.51	445.23	560.54	522.02	356.79	539.38
frame00157.jpg	352.31	458.88	540.91	443.94	560.34	522.14	356.71	539.48
frame00158.jpg	352.61	457.92	541.02	442.78	560.84	522.22	356.26	539.59
frame00159.jpg	352.50	456.40	541.14	441.34	560.95	522.10	356.29	539.51
frame00160.jpg	352.18	454.24	541.57	439.40	561.05	521.89	355.94	539.19
frame00161.jpg	352.01	452.24	541.50	438.05	561.49	521.56	354.90	538.91
frame00162.jpg	352.26	450.44	541.87	436.36	561.82	521.51	354.77	538.35
frame00163.jpg	352.30	448.81	541.98	435.30	562.16	521.37	354.47	537.86
frame00164.jpg	351.98	447.12	542.45	433.89	561.93	521.13	353.91	537.56
frame00165.jpg	351.98	445.30	542.69	432.23	562.00	521.18	353.72	537.46
frame00166.jpg	351.71	443.45	542.98	431.04	561.99	521.22	353.49	537.17
frame00167.jpg	351.40	441.88	543.47	429.63	561.77	520.93	353.33	536.74
frame00168.jpg	351.83	440.29	543.66	428.39	562.47	521.28	352.84	536.71
frame00169.jpg	351.34	438.45	544.33	426.95	562.00	520.91	352.82	536.31
frame00170.jpg	351.57	436.77	544.48	425.54	562.60	520.90	352.32	535.84
frame00171.jpg	351.10	435.19	544.83	424.14	562.63	520.24	352.21	535.31
frame00172.jpg	351.01	433.55	545.23	422.78	562.75	520.54	351.88	535.40
frame00173.jpg	350.83	432.72	545.63	421.94	562.94	520.40	351.49	535.54
frame00174.jpg	350.38	431.05	546.16	420.85	562.52	520.52	351.40	535.30
frame00175.jpg	350.28	430.39	546.47	420.20	562.46	520.62	351.45	535.29
frame00176.jpg	350.03	429.33	546.99	419.62	562.01	520.72	351.24	535.04
frame00177.jpg	349.94	428.77	547.16	419.22	561.78	520.60	350.92	535.25
frame00178.jpg	350.09	428.05	547.67	418.39	562.11	520.84	350.97	535.27
frame00179.jpg	350.08	427.38	548.18	417.71	561.82	520.69	351.02	535.14
frame00180.jpg	349.80	426.68	548.43	417.18	562.01	520.46	350.66	535.17
frame00181.jpg	349.89	425.57	549.11	416.25	561.79	520.55	350.58	535.07
frame00182.jpg	350.06	425.09	549.21	416.07	562.57	520.90	350.35	534.87
frame00183.jpg	349.61	424.26	549.54	415.76	562.04	520.63	350.26	534.82
frame00184.jpg	349.62	423.59	549.83	415.38	562.25	520.64	349.98	534.47
frame00185.jpg	349.58	423.05	550.37	414.78	561.85	520.46	350.30	534.16
frame00186.jpg	349.50	422.02	550.66	414.50	561.87	520.54	349.92	533.60
frame00187.jpg	349.57	421.36	551.21	413.85	561.88	520.52	349.58	533.57
frame00188.jpg	349.56	420.85	551.53	413.38	562.03	520.53	348.77	533.66
frame00189.jpg	349.52	420.32	551.88	413.18	561.92	520.38	348.74	533.48
frame00190.jpg	349.28	419.67	552.18	412.70	561.78	520.52	348.70	533.53
frame00191.jpg	349.21	419.05	552.71	412.17	561.60	520.54	348.68	533.56
frame00192.jpg	349.48	419.18	553.31	412.12	562.16	520.38	348.63	533.13
frame00193.jpg	349.54	418.21	553.85	411.92	562.06	520.53	348.34	533.05
frame00194.jpg	349.64	418.18	554.13	411.73	562.30	520.48	348.05	533.21
frame00195.jpg	349.35	417.90	554.41	411.38	561.99	520.51	348.59	533.14
frame00196.jpg	349.35	417.88	554.64	411.15	562.32	520.56	348.51	533.29
frame00197.jpg	348.83	417.66	555.21	410.81	561.96	520.43	348.67	533.50
frame00198.jpg	349.00	417.57	555.47	410.56	561.92	520.53	348.84	533.56
frame00199.jpg	348.65	417.12	555.42	410.61	561.97	520.52	348.49	533.61
frame00200.jpg	348.63	417.16	556.16	410.27	561.93	520.38	348.92	533.36
frame00201.jpg	348.50	416.93	556.52	410.22	561.99	520.47	348.64	533.54
frame00202.jpg	348.60	416.69	557.04	410.13	562.02	520.49	348.60	533.46
frame00203.jpg	348.86	416.83	557.74	409.97	562.79	520.63	348.63	533.18
frame00204.jpg	348.71	416.99	558.42	409.94	562.69	520.41	348.71	532.94
frame00205.jpg	348.39	416.61	558.64	409.79	562.38	520.38	348.57	533.25
frame00206.jpg	348.51	416.22	559.16	409.64	562.57	520.60	348.76	532.82
frame00207.jpg	348.25	415.85	559.73	409.51	562.48	520.61	348.70	532.82
frame00208.jpg	348.50	416.14	560.27	409.21	563.17	520.83	348.35	532.89
frame00209.jpg	348.15	416.35	560.21	409.83	563.03	520.60	347.42	533.49
frame00210.jpg	348.05	416.57	560.97	409.92	562.62	520.65	347.45	533.51
frame00211.jpg	347.49	416.72	561.17	410.16	562.59	521.09	347.08	533.90
frame00212.jpg	347.26	417.13	561.68	410.43	562.65	521.30	347.11	533.95
frame00213.jpg	347.02	417.83	562.04	410.53	562.92	521.31	347.42	533.84
frame00214.jpg	346.89	417.71	562.49	410.23	562.76	521.29	346.72	534.51
frame00215.jpg	346.44	418.22	562.57	410.98	562.68	521.12	346.01	534.77
frame00216.jpg	346.44	418.52	562.81	411.55	562.91	521.34	346.07	534.50
frame00217.jpg	346.50	418.51	563.62	411.59	563.16	521.61	346.06	534.54
frame00218.jpg	346.53	418.56	564.65	411.92	563.30	521.66	345.89	534.49
frame00219.jpg	346.56	418.80	565.43	412.48	563.48	521.95	346.04	534.49
frame00220.jpg	346.79	419.03	566.07	412.97	563.63	522.08	345.48	534.59
frame00221.jpg	346.97	419.50	566.77	413.04	563.98	522.42	346.08	534.50
frame00222.jpg	347.10	420.60	567.16	414.09	564.15	522.32	346.32	534.06
frame00223.jpg	347.13	421.28	567.36	415.02	564.23	522.35	346.28	533.71
frame00224.jpg	346.85	421.69	567.78	415.41	564.01	522.09	346.51	533.50
frame00225.jpg	346.99	422.20	567.46	416.36	564.26	521.86	345.79	533.09
frame00226.jpg	346.75	422.74	567.68	416.66	564.25	521.53	346.11	532.95
frame00227.jpg	346.49	423.48	567.54	417.50	564.44	521.52	345.64	532.92
frame00228.jpg	346.32	423.86	567.57	417.80	563.79	521.10	345.64	532.64
frame00229.jpg	346.15	424.04	567.95	417.83	563.42	520.70	346.16	532.11
frame00230.jpg	346.60	424.47	567.93	417.86	563.96	521.13	345.87	532.44
frame00231.jpg	346.20	424.42	567.94	418.25	563.86	520.75	345.60	532.26
frame00232.jpg	345.92	424.41	568.34	418.17	563.94	520.93	346.51	531.98
frame00233.jpg	345.91	424.34	568.53	418.00	564.00	521.18	347.01	532.10
frame00234.jpg	346.20	424.75	568.85	417.89	564.38	521.16	346.50	532.38
frame00235.jpg	346.55	424.65	568.81	417.76	564.47	521.29	345.92	532.97
frame00236.jpg	346.82	424.70	568.81	417.87	564.95	521.64	345.67	533.11
frame00237.jpg	346.54	424.44	568.77	417.64	564.50	521.42	346.54	532.74
frame00238.jpg	346.32	423.83	568.54	417.56	564.33	521.51	345.46	533.49
frame00239.jpg	346.59	423.54	568.59	417.35	564.32	521.80	345.46	533.72
frame00240.jpg	346.55	423.03	568.60	417.00	564.05	521.79	345.30	534.02
frame00241.jpg	346.79	422.53	568.87	416.39	564.22	522.14	346.09	533.91
frame00242.jpg	346.84	422.40	568.86	416.13	564.52	522.11	345.78	534.04
frame00243.jpg	346.93	422.14	568.72	415.61	564.33	521.90	345.84	534.24
frame00244.jpg	346.76	421.51	568.77	414.93	564.26	521.78	345.72	534.44
frame00245.jpg	346.80	421.23	568.45	414.51	564.31	521.62	345.49	534.62
frame00246.jpg	346.38	420.86	568.71	413.88	564.11	520.97	346.40	533.85
frame00247.jpg	346.72	420.84	568.70	413.39	564.32	520.19	346.67	533.59
frame00248.jpg	346.59	420.66	568.74	412.28	565.04	518.82	346.98	533.18
frame00249.jpg	347.12	419.94	569.21	409.98	565.58	516.67	347.71	531.73
frame00250.jpg	347.14	418.01	568.80	407.63	565.78	514.02	348.04	529.91
frame00251.jpg	347.09	415.74	568.67	404.64	565.59	510.84	348.92	527.55
frame00252.jpg	347.23	413.15	568.22	401.83	566.03	507.87	349.23	525.08
frame00253.jpg	347.61	410.36	568.22	398.63	566.11	504.77	349.27	522.47
frame00254.jpg	347.43	406.91	567.80	396.13	565.92	501.63	348.74	519.17
frame00255.jpg	347.84	403.11	567.73	392.75	565.56	498.34	348.15	515.49
frame00256.jpg	348.04	399.12	567.76	389.28	565.40	494.91	348.50	511.37
frame00257.jpg	348.43	395.06	567.62	385.88	565.16	491.26	347.82	507.53
frame00258.jpg	348.30	390.57	567.26	382.20	565.16	487.47	347.75	503.46
frame00259.jpg	348.49	386.38	567.05	378.36	564.66	483.05	347.56	499.23
frame00260.jpg	348.96	381.76	567.01	373.38	564.45	478.85	348.53	494.51
frame00261.jpg	349.03	377.15	566.60	368.79	564.00	473.63	348.62	489.68
frame00262.jpg	348.57	371.99	566.18	363.72	563.53	468.18	349.34	484.69
frame00263.jpg	349.29	366.98	564.97	358.07	563.85	462.39	348.25	480.51
frame00264.jpg	349.20	361.94	564.37	352.08	563.99	456.30	348.54	475.29
frame00265.jpg	349.77	356.94	563.54	346.01	564.16	450.10	348.44	470.44
frame00266.jpg	350.12	351.39	563.51	339.76	563.11	443.98	350.52	464.46
frame00267.jpg	350.09	346.27	562.45	333.89	563.31	437.50	350.79	458.79
frame00268.jpg	350.21	340.72	561.00	327.70	562.23	430.87	350.50	453.64
frame00269.jpg	349.30	334.95	560.28	322.03	560.66	425.48	351.24	447.29
frame00270.jpg	349.93	329.93	558.71	317.61	560.45	420.28	349.77	441.98
frame00271.jpg	349.08	324.27	557.51	312.83	558.36	415.11	349.85	436.94
frame00272.jpg	349.03	319.73	556.58	308.64	557.95	410.64	348.88	431.93
frame00273.jpg	348.61	314.64	555.87	304.28	556.30	406.12	349.47	426.49
frame00274.jpg	348.92	309.81	554.60	300.39	555.41	401.86	348.40	421.75
frame00275.jpg	348.22	305.68	553.54	296.73	553.94	397.03	348.67	416.47
frame00276.jpg	347.97	301.12	552.54	292.79	552.11	392.31	348.68	411.81
frame00277.jpg	348.32	297.51	551.57	288.87	551.96	388.14	347.72	407.86
frame00278.jpg	348.74	293.78	550.74	285.01	551.09	384.06	348.78	403.81
frame00279.jpg	349.20	289.59	550.18	281.58	550.16	380.33	349.19	400.23
frame00280.jpg	349.37	286.45	549.65	277.95	549.06	376.17	350.02	396.30
frame00281.jpg	350.32	283.58	549.26	274.37	549.34	372.10	350.66	392.84
frame00282.jpg	350.27	281.22	548.51	271.52	548.69	367.91	351.98	389.67
frame00283.jpg	351.21	278.38	547.31	268.74	548.35	364.81	352.15	386.34
frame00284.jpg	351.19	276.07	545.53	266.30	547.59	361.44	352.09	383.56
frame00285.jpg	350.30	273.06	544.13	264.13	545.75	358.40	351.86	379.76
frame00286.jpg	350.29	270.51	543.12	261.47	544.81	356.20	351.16	376.90
frame00287.jpg	349.96	268.42	542.22	259.54	543.47	353.80	351.05	373.60
frame00288.jpg	350.09	266.52	541.09	257.99	542.74	351.89	349.98	371.84
frame00289.jpg	349.49	264.72	540.87	256.38	541.87	350.37	350.96	369.34
frame00290.jpg	349.45	263.87	540.37	254.96	541.32	349.10	351.34	367.69
frame00291.jpg	348.54	262.72	539.81	254.23	540.86	347.89	350.60	366.62
frame00292.jpg	348.61	262.15	539.54	253.19	540.73	347.11	350.38	365.51
frame00293.jpg	348.27	261.80	539.19	252.22	540.58	346.27	350.26	364.83
frame00294.jpg	347.58	261.70	538.18	252.13	540.48	345.24	350.14	363.87
frame00295.jpg	346.99	261.04	538.28	250.90	539.26	344.63	350.53	363.08
frame00296.jpg	347.19	260.15	537.22	250.91	538.61	343.94	349.77	362.85
frame00297.jpg	346.22	259.10	537.18	250.25	538.04	343.65	349.63	362.51
frame00298.jpg	346.83	259.57	536.97	250.65	538.47	343.41	348.25	362.03
frame00299.jpg	346.38	258.94	537.18	249.99	538.38	343.30	349.33	361.13
frame00300.jpg	346.23	258.86	537.02	249.58	538.18	343.31	348.62	361.70
frame00301.jpg	346.32	258.87	536.47	250.06	537.51	343.02	348.81	361.04
frame00302.jpg	346.66	259.09	536.70	249.77	538.24	343.26	348.29	361.38
frame00303.jpg	346.58	259.14	537.07	249.59	538.54	343.42	348.60	361.11
frame00304.jpg	346.26	258.51	537.14	249.75	537.73	343.49	349.75	360.69
frame00305.jpg	346.42	259.35	536.95	249.81	538.00	343.42	348.49	361.87
frame00306.jpg	345.90	259.95	537.00	249.97	538.03	343.46	348.32	362.61
frame00307.jpg	346.32	260.20	537.00	249.79	538.36	343.74	348.47	363.15
frame00308.jpg	346.21	260.46	537.40	249.71	538.07	344.21	349.02	363.99
frame00309.jpg	346.25	260.93	537.48	250.03	538.27	344.49	349.09	364.34
frame00310.jpg	346.03	261.77	537.42	250.21	538.30	344.12	350.16	364.57
frame00311.jpg	345.67	261.54	537.33	250.30	538.00	344.19	350.03	364.93
frame00312.jpg	345.94	262.39	537.72	250.27	539.01	344.43	350.58	365.00
frame00313.jpg	346.52	262.85	537.70	250.35	539.54	344.46	349.52	365.34
frame00314.jpg	346.14	261.95	537.77	250.46	538.93	344.50	350.09	364.75
frame00315.jpg	346.44	262.05	537.95	250.43	539.40	344.79	348.98	365.55
frame00316.jpg	346.57	261.36	538.04	250.54	539.11	344.75	349.71	364.96
frame00317.jpg	346.63	261.44	538.81	250.17	538.53	344.80	350.47	364.88
frame00318.jpg	347.04	261.46	538.77	250.29	539.06	344.98	350.04	365.10
frame00319.jpg	347.42	261.47	538.86	250.51	539.37	345.26	349.79	365.38
frame00320.jpg	347.25	261.98	539.16	250.68	539.76	345.02	349.92	365.96
frame00321.jpg	347.94	262.52	539.58	251.36	540.24	345.24	349.68	365.81
frame00322.jpg	348.60	262.40	540.28	251.56	540.18	345.50	350.27	366.16
frame00323.jpg	349.56	262.45	540.67	251.96	540.73	345.64	350.06	366.66
frame00324.jpg	350.33	262.99	541.52	251.82	541.22	345.64	350.43	367.19
frame00325.jpg	350.85	263.39	542.01	252.16	541.50	345.44	350.80	367.78
frame00326.jpg	351.51	263.92	542.70	252.12	542.09	345.87	352.33	367.57
frame00327.jpg	351.82	263.36	543.26	252.08	542.55	346.13	352.18	368.39
frame00328.jpg	352.22	263.37	543.37	252.26	543.09	346.07	352.18	368.31
frame00329.jpg	352.77	264.00	543.64	251.83	544.34	345.97	352.88	367.79
frame00330.jpg	352.53	262.93	543.83	251.72	544.07	345.99	352.94	367.67
frame00331.jpg	352.57	263.03	543.37	251.68	544.32	345.79	352.67	367.73
frame00332.jpg	351.66	262.97	543.49	251.37	544.45	345.82	352.82	366.97
frame00333.jpg	351.66	262.47	543.37	251.20	543.58	345.69	352.62	366.39
frame00334.jpg	351.39	261.58	543.09	251.12	543.04	345.11	351.98	365.53
frame00335.jpg	351.53	261.00	543.13	250.83	542.75	345.22	352.02	364.52
frame00336.jpg	351.40	260.17	543.42	250.81	542.50	345.13	352.29	363.74
frame00337.jpg	351.44	259.84	543.59	250.95	542.97	345.17	352.41	363.29
frame00338.jpg	351.63	259.67	544.29	250.66	542.70	344.61	353.61	362.88
frame00339.jpg	352.77	260.13	544.83	250.71	543.59	344.69	352.86	363.37
frame00340.jpg	353.03	260.53	545.54	250.66	545.96	344.92	353.26	362.79
